,feedback_id,shipment_id,customer_id,delivery_time,delivery_rating,issue_reported,issue_type,complaint_status
269,FD24843,SHIP21737,CUST597,12,3,False,,
270,FD7186,SHIP3241,CUST292,13,2,False,,
271,FD24321,SHIP2089,CUST245,7,1,True,Lost,Unresolved
272,FD16138,SHIP7738,CUST390,6,3,True,Lost,Unresolved
273,FD23711,SHIP24671,CUST371,3,5,True,Wrong Address,Unresolved
274,FD21995,SHIP3524,CUST482,14,5,False,,
275,FD7317,SHIP7725,CUST631,4,2,False,,
276,FD8084,SHIP10233,CUST624,9,1,False,,
277,FD11407,SHIP15059,CUST84,7,2,False,,
278,FD18435,SHIP17159,CUST643,1,1,True,Wrong Address,Resolved
279,FD3224,SHIP22817,CUST203,7,1,False,,
280,FD10810,SHIP7911,CUST631,4,2,False,,
281,FD13769,SHIP4660,CUST102,9,1,False,,
282,FD21565,SHIP24579,CUST333,6,2,True,Damage,Pending
283,FD6056,SHIP6009,CUST381,14,2,False,,
284,FD22318,SHIP4645,CUST303,4,2,True,Delay,Resolved
285,FD18612,SHIP7808,CUST46,6,4,False,,
286,FD4934,SHIP5190,CUST301,14,3,True,Damage,Pending
287,FD17272,SHIP13844,CUST204,12,2,False,,
288,FD20438,SHIP15142,CUST46,6,5,True,Damage,Unresolved
289,FD14510,SHIP12929,CUST706,13,5,True,Damage,Resolved
290,FD9259,SHIP18034,CUST634,14,1,True,Lost,Pending
291,FD22562,SHIP16202,CUST100,14,4,False,,
292,FD756,SHIP1634,CUST319,9,3,False,,
293,FD16700,SHIP24051,CUST241,13,4,False,,
294,FD1242,SHIP12341,CUST38,1,4,True,Lost,Resolved
295,FD801,SHIP22622,CUST342,4,1,False,,
296,FD9345,SHIP7032,CUST501,11,4,True,Lost,Resolved
297,FD23623,SHIP2297,CUST195,8,5,False,,
298,FD23365,SHIP7170,CUST549,2,2,False,,
299,FD16887,SHIP19591,CUST419,9,5,True,Delay,Pending
300,FD9768,SHIP21170,CUST697,13,1,True,Damage,Resolved
301,FD20594,SHIP20545,CUST336,13,1,False,,
302,FD12750,SHIP12565,CUST407,13,4,False,,
303,FD17056,SHIP8715,CUST659,6,2,True,Delay,Pending
304,FD19518,SHIP16388,CUST275,10,5,True,Lost,Resolved
305,FD4300,SHIP6592,CUST374,12,1,True,Delay,Resolved
306,FD23181,SHIP744,CUST509,11,3,False,,
307,FD5194,SHIP7621,CUST249,12,2,False,,
308,FD19308,SHIP18098,CUST361,3,5,True,Delay,Pending
309,FD3928,SHIP23586,CUST581,12,5,False,,
310,FD16623,SHIP10984,CUST176,13,5,False,,
311,FD11770,SHIP336,CUST162,8,3,False,,
312,FD9602,SHIP16298,CUST315,1,4,False,,
313,FD9214,SHIP24976,CUST689,14,3,True,Delay,Resolved
314,FD9638,SHIP17114,CUST339,8,5,True,Wrong Address,Pending
315,FD19390,SHIP2422,CUST656,14,5,True,Damage,Resolved
316,FD1118,SHIP3963,CUST564,13,1,False,,
317,FD21931,SHIP1059,CUST42,3,1,True,Delay,Pending
318,FD21439,SHIP6485,CUST105,6,5,False,,
319,FD11601,SHIP4044,CUST135,3,1,False,,
320,FD19622,SHIP20264,CUST34,1,3,False,,
321,FD23932,SHIP17998,CUST685,8,3,False,,
322,FD22318,SHIP16168,CUST532,6,3,True,Delay,Pending
323,FD10643,SHIP17346,CUST719,5,4,False,,
324,FD4195,SHIP17257,CUST571,11,3,True,Lost,Resolved
325,FD9759,SHIP14812,CUST700,4,3,False,,
326,FD12905,SHIP1961,CUST5,12,5,True,Damage,Resolved
327,FD1911,SHIP8390,CUST675,1,1,True,Delay,Resolved
328,FD6957,SHIP2512,CUST553,4,4,False,,
329,FD14976,SHIP24448,CUST742,1,2,False,,
330,FD6198,SHIP12538,CUST26,11,1,True,Lost,Pending
331,FD3111,SHIP22425,CUST119,12,5,True,Damage,Resolved
332,FD20607,SHIP2485,CUST745,6,5,True,Wrong Address,Pending
333,FD24672,SHIP5646,CUST679,8,3,False,,
334,FD15544,SHIP12906,CUST164,7,4,False,,
335,FD17302,SHIP7967,CUST529,13,1,True,Damage,Unresolved
336,FD7977,SHIP1159,CUST561,6,2,True,Delay,Pending
337,FD636,SHIP17699,CUST374,12,4,True,Wrong Address,Pending
338,FD9774,SHIP13574,CUST186,12,3,False,,
339,FD1167,SHIP21808,CUST661,5,2,True,Lost,Resolved
340,FD7347,SHIP3790,CUST581,7,1,False,,
341,FD22245,SHIP16079,CUST748,11,2,False,,
342,FD12817,SHIP14788,CUST345,4,1,False,,
343,FD10162,SHIP21511,CUST667,1,4,True,Wrong Address,Resolved
344,FD1650,SHIP5654,CUST121,5,4,True,Damage,Resolved
345,FD16606,SHIP23658,CUST602,7,2,True,Lost,Resolved
346,FD1114,SHIP18709,CUST521,9,5,True,Lost,Pending
347,FD22666,SHIP3560,CUST128,11,1,True,Lost,Unresolved
348,FD7317,SHIP10955,CUST408,12,2,False,,
349,FD8409,SHIP11610,CUST216,3,3,False,,
350,FD7593,SHIP21845,CUST42,3,3,True,Wrong Address,Resolved
351,FD15541,SHIP18826,CUST497,3,5,True,Lost,Pending
352,FD15150,SHIP22096,CUST371,6,1,True,Damage,Unresolved
353,FD21785,SHIP10792,CUST283,5,1,False,,
354,FD24272,SHIP15119,CUST655,8,4,False,,
355,FD20019,SHIP5835,CUST509,10,3,True,Damage,Resolved
356,FD5093,SHIP9009,CUST425,6,3,True,Wrong Address,Unresolved
357,FD4748,SHIP23512,CUST118,2,5,True,Delay,Pending
358,FD13918,SHIP9753,CUST144,9,4,False,,
359,FD24066,SHIP20710,CUST135,3,3,True,Wrong Address,Unresolved
360,FD8937,SHIP20715,CUST662,3,5,True,Delay,Resolved
361,FD13243,SHIP18622,CUST189,9,3,True,Delay,Unresolved
362,FD19266,SHIP6296,CUST481,12,4,True,Wrong Address,Resolved
363,FD15669,SHIP3270,CUST225,11,3,False,,
364,FD11947,SHIP7352,CUST131,2,1,True,Wrong Address,Pending
365,FD10958,SHIP7679,CUST406,8,3,False,,
366,FD22740,SHIP3700,CUST9,1,5,True,Wrong Address,Resolved
367,FD22510,SHIP17722,CUST24,4,3,False,,
368,FD19230,SHIP16499,CUST497,12,2,False,,
369,FD12009,SHIP5005,CUST670,10,2,True,Delay,Resolved
370,FD19067,SHIP3220,CUST523,12,1,False,,
371,FD13811,SHIP1325,CUST406,11,1,True,Damage,Unresolved
372,FD2577,SHIP20557,CUST246,9,4,False,,
373,FD19486,SHIP24976,CUST689,11,2,False,,
374,FD2612,SHIP1318,CUST510,10,5,False,,
375,FD989,SHIP14332,CUST301,6,3,False,,
376,FD5131,SHIP15314,CUST521,12,5,False,,
377,FD3078,SHIP8509,CUST617,10,1,False,,
378,FD8659,SHIP9603,CUST329,3,3,False,,
379,FD11122,SHIP12627,CUST212,12,4,False,,
380,FD3981,SHIP1875,CUST375,1,3,False,,
381,FD3139,SHIP15993,CUST425,3,5,False,,
382,FD23922,SHIP21806,CUST485,7,2,True,Lost,Resolved
383,FD17003,SHIP24957,CUST25,2,1,True,Damage,Resolved
384,FD9343,SHIP16373,CUST705,5,4,False,,
385,FD13075,SHIP20130,CUST506,3,1,True,Damage,Pending
386,FD18416,SHIP19215,CUST572,4,3,False,,
387,FD1239,SHIP9020,CUST330,9,3,False,,
388,FD14374,SHIP17889,CUST462,4,4,True,Wrong Address,Unresolved
389,FD6744,SHIP23150,CUST426,10,2,False,,
390,FD18306,SHIP23499,CUST613,11,2,False,,
391,FD6965,SHIP16241,CUST375,7,1,True,Wrong Address,Pending
392,FD14149,SHIP3982,CUST61,4,3,True,Wrong Address,Unresolved
393,FD17331,SHIP24823,CUST303,5,2,False,,
394,FD14401,SHIP13927,CUST383,7,2,True,Lost,Pending
395,FD18331,SHIP236,CUST716,7,2,True,Damage,Resolved
396,FD18314,SHIP21764,CUST550,3,1,True,Wrong Address,Resolved
397,FD14825,SHIP3451,CUST466,6,1,True,Wrong Address,Unresolved
398,FD12943,SHIP12233,CUST536,10,2,True,Damage,Pending
399,FD3549,SHIP12841,CUST225,14,1,True,Delay,Pending
400,FD18530,SHIP7783,CUST164,1,2,False,,
401,FD21792,SHIP1464,CUST621,1,2,False,,
402,FD15540,SHIP17803,CUST436,5,3,True,Wrong Address,Resolved
403,FD13477,SHIP814,CUST544,6,3,False,,
404,FD271,SHIP24235,CUST319,14,1,False,,
405,FD23817,SHIP11997,CUST408,7,1,True,Lost,Unresolved
406,FD16259,SHIP23665,CUST336,12,3,True,Lost,Resolved
407,FD19921,SHIP367,CUST138,3,2,True,Damage,Pending
408,FD7606,SHIP12591,CUST84,6,4,False,,
409,FD16707,SHIP14929,CUST685,1,1,True,Wrong Address,Pending
410,FD6992,SHIP19620,CUST53,13,4,True,Delay,Resolved
411,FD15200,SHIP5873,CUST702,3,4,False,,
412,FD802,SHIP7210,CUST565,7,4,True,Damage,Pending
413,FD13478,SHIP5401,CUST448,13,2,False,,
414,FD6015,SHIP12337,CUST327,12,1,True,Delay,Unresolved
415,FD9977,SHIP7379,CUST382,13,3,False,,
416,FD9717,SHIP6445,CUST319,12,1,True,Damage,Resolved
417,FD6240,SHIP9014,CUST34,2,1,False,,
418,FD21332,SHIP8211,CUST468,5,2,True,Delay,Resolved
419,FD9574,SHIP21242,CUST178,12,1,True,Damage,Resolved
420,FD7468,SHIP16145,CUST480,3,5,True,Lost,Unresolved
421,FD23224,SHIP13377,CUST294,8,1,True,Delay,Unresolved
422,FD22045,SHIP23498,CUST121,8,4,True,Lost,Pending
423,FD5771,SHIP6223,CUST667,12,1,True,Delay,Unresolved
424,FD23739,SHIP106,CUST72,1,3,False,,
425,FD22203,SHIP12419,CUST195,4,3,True,Wrong Address,Unresolved
426,FD22634,SHIP12245,CUST212,12,1,False,,
427,FD1108,SHIP18108,CUST356,1,3,True,Delay,Pending
428,FD24314,SHIP21698,CUST676,9,3,True,Lost,Unresolved
429,FD1034,SHIP19419,CUST503,12,1,True,Lost,Unresolved
430,FD12220,SHIP22851,CUST463,3,3,True,Damage,Pending
431,FD12699,SHIP2802,CUST588,4,2,True,Delay,Resolved
432,FD16412,SHIP20977,CUST81,2,3,True,Damage,Unresolved
433,FD15086,SHIP24683,CUST489,11,3,False,,
434,FD22267,SHIP16580,CUST716,14,4,True,Delay,Unresolved
435,FD12462,SHIP6537,CUST24,9,3,True,Wrong Address,Pending
436,FD10289,SHIP22845,CUST651,1,2,True,Damage,Resolved
437,FD16492,SHIP4835,CUST544,6,3,True,Damage,Resolved
438,FD10677,SHIP10045,CUST60,13,1,True,Damage,Resolved
439,FD22490,SHIP20267,CUST148,13,1,True,Delay,Resolved
440,FD21275,SHIP19873,CUST136,8,1,True,Delay,Resolved
441,FD4657,SHIP4509,CUST198,9,3,False,,
442,FD3156,SHIP2892,CUST152,10,1,False,,
443,FD2319,SHIP17065,CUST397,11,1,False,,
444,FD17796,SHIP11497,CUST109,4,2,True,Lost,Pending
445,FD12923,SHIP20630,CUST78,3,4,True,Lost,Pending
446,FD11224,SHIP18079,CUST486,10,4,True,Damage,Pending
447,FD19623,SHIP11031,CUST152,7,1,False,,
